application_version,package_name,file_path,phone_model,android_version,board,brand,device,display,fingerprint,host,id,model,product,tags,time,type,user,total_internal_memory,available_internal_memory,custom,stack_trace
1.0,com.alocaly.crashreport,,sdk,1/2/2010,unknown,generic,generic,sdk-eng 2.1 ERD79 22607 test-keys,generic/sdk/generic/:2.1/ERD79/22607:eng/test-keys,android-test-18.mtv.corp.google.com,ERD79,sdk,sdk,test-keys,1261182920000,eng,android-build,67108864,34938880,,"java.lang.RuntimeException: Unable to start activity ComponentInfo{com.alocaly.crashreport/com.alocaly.crashreport.CrashTestActivity}: java.lang.NullPointerException
	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2496)
	at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2512)
	at android.app.ActivityThread.access$2200(ActivityThread.java:119)
	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1863)
	at android.os.Handler.dispatchMessage(Handler.java:99)
	at android.os.Looper.loop(Looper.java:123)
	at android.app.ActivityThread.main(ActivityThread.java:4363)
	at java.lang.reflect.Method.invokeNative(Native Method)
	at java.lang.reflect.Method.invoke(Method.java:521)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:860)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:618)
	at dalvik.system.NativeStart.main(Native Method)
Caused by: java.lang.NullPointerException
	at com.alocaly.crashreport.CrashTestActivity.onCreate(CrashTestActivity.java:17)
	at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1047)
	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2459)
	... 11 more
java.lang.NullPointerException
	at com.alocaly.crashreport.CrashTestActivity.onCreate(CrashTestActivity.java:17)
	at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1047)
	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2459)
	at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2512)
	at android.app.ActivityThread.access$2200(ActivityThread.java:119)
	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1863)
	at android.os.Handler.dispatchMessage(Handler.java:99)
	at android.os.Looper.loop(Looper.java:123)
	at android.app.ActivityThread.main(ActivityThread.java:4363)
	at java.lang.reflect.Method.invokeNative(Native Method)
	at java.lang.reflect.Method.invoke(Method.java:521)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:860)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:618)
	at dalvik.system.NativeStart.main(Native Method)
"